"","Admin","Admin_Dur","Info","Info_Dur","PdRel","PdRel_Dur","BounceR","ExitR","PageValues","SpecialDay","Month","VisitorType","Weekend","Revenue","Revenue1"
"61",0,0,0,0,6,2.81666666666667,0,1.6666667,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"62",0,0,0,0,8,6.68,5,12.0833333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"63",12,4.656944445,0,0,42,25.89305555,0.9,1.9666667,38.30849268,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"64",0,0,0,0,14,11.775,0,0.7142857,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"65",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"66",3,1.46388888883333,0,0,27,13.305555555,0,1.2643678,22.9160357,0.8,"Feb","Returning_Visitor",FALSE,TRUE,1
"67",4,0.733333333333333,0,0,90,115.8662037,0.2150538,1.5013034,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"68",0,0,0,0,1,0,20,20,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"69",0,0,0,0,18,15.0333333333333,0,0.7407407,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"70",0,0,0,0,1,0,20,20,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"71",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"72",0,0,0,0,20,3.28962963,2.5,5.25,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"73",0,0,0,0,2,0.716666666666667,0,10,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"74",0,0,0,0,8,7.11111111166667,0,1.25,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"75",0,0,0,0,3,2.25,0,6.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"76",0,0,0,0,16,9.805555555,0,2.5,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"77",10,16.7611111166667,0,0,36,35.1890277833333,0.4347826,1.4492754,11.43941195,0,"Feb","Returning_Visitor",FALSE,TRUE,1
"78",0,0,0,0,2,1.26666666666667,0,5,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"79",0,0,0,0,1,0,20,20,0,1,"Feb","Returning_Visitor",TRUE,FALSE,0
"80",0,0,0,0,1,0,20,20,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"81",0,0,0,0,7,3.46666666666667,0,2.8571429,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"82",0,0,0,0,4,4.5,0,1.6666667,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"83",0,0,0,0,6,0.658333333333333,0,2,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"84",0,0,0,0,12,6.25,1.6666667,5.8333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"85",0,0,0,0,1,0,20,20,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"86",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"87",0,0,0,0,7,2.5,5.7142857,8.5714286,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"88",0,0,0,0,3,2.3,0,6.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"89",0,0,0,0,7,5.625,2.8571429,2.3809524,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"90",0,0,0,0,19,10.3338888883333,0,0.7894737,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"91",2,0.6,0,0,15,2.81410256333333,0,1.1764706,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"92",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"93",0,0,0,0,2,0.866666666666667,0,10,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"94",0,0,0,0,13,10.8208333333333,0,1.5384615,0,0,"Feb","New_Visitor",FALSE,FALSE,0
"95",0,0,0,0,27,15.4222222216667,0.3703704,2.5925926,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"96",0,0,0,0,2,0.55,0,10,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"97",0,0,0,0,6,26.1083333333333,5,6.6666667,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"98",0,0,0,0,4,1.75,0,2.5,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"99",0,0,1,0,7,0.833333333333333,3.8095238,8.0952381,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"100",0,0,0,0,16,10.7366666666667,0.4166667,3.1666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"101",3,0.3055555555,0,0,38,43.9196296333333,0,0.8947368,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"102",4,1.01666666666667,0,0,19,10.1166666666667,0,2.6984127,17.53595893,1,"Feb","Returning_Visitor",TRUE,TRUE,1
"103",0,0,0,0,6,6.91666666666667,0,3.3333333,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"104",2,0.516666666666667,1,0.266666666666667,36,34.7255158666667,0,1.351025,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"105",3,0.975,0,0,17,4.694444445,0.7058824,1.7647059,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"106",0,0,0,0,2,0.45,15,15,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"107",0,0,1,0,9,3.58333333333333,4.4444444,7.4074074,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"108",0,0,0,0,12,2.7,5,6.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"109",0,0,0,0,2,1.9,5,6.6666667,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"110",6,5.4375,4,1.56666666666667,128,84.3702292166667,0.0854701,1.791847,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"111",0,0,0,0,4,4.21666666666667,0,1.6666667,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"112",0,0,0,0,4,0,20,20,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"113",0,0,0,0,1,0,20,20,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"114",2,0.366666666666667,0,0,25,7.275,0.8,2.4,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"115",0,0,1,1.55,30,17.43055555,1.2903226,3.5483871,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"116",0,0,0,0,12,5.29722222166667,0,0.5555556,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"117",0,0,0,0,21,19.10555555,0,1.2962963,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"118",0,0,0,0,11,9.61666666666667,1.8181818,2.7272727,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"119",0,0,0,0,8,1.58333333333333,0,7.5,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"120",0,0,0,0,6,5.025,0,11.1111111,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"121",0,0,0,0,6,4.05,0,3.3333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"122",0,0,0,0,4,2.25833333333333,0,5,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"123",0,0,2,1.25,14,7.37222222166667,0,3.4375,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"124",0,0,0,0,3,0.683333333333333,0,6.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"125",0,0,0,0,11,4.88166666666667,2.8,11.952381,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"126",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"127",0,0,0,0,9,20.6388888833333,0,4.0740741,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"128",0,0,0,0,10,3.75777777833333,0,5,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"129",4,7.7,0,0,51,31.2202777833333,0,0.754717,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"130",0,0,0,0,3,0.216666666666667,13.3333333,16.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"131",0,0,0,0,2,3.7,0,10,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"132",2,0.333333333333333,0,0,16,3.580555555,0,2.2222222,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"133",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"134",0,0,0,0,6,33.61944445,0,1.1111111,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"135",6,1.85833333333333,0,0,26,7.48379629666667,0,1.8518519,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"136",0,0,0,0,6,2.63611111166667,0,3.3333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"137",0,0,0,0,9,5.06111111166667,0.5555556,4.6296296,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"138",0,0,0,0,3,0.416666666666667,0,6.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"139",0,0,0,0,2,0.7,5,15,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"140",4,1.72708333333333,0,0,14,16.7236111166667,0,1.8039216,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"141",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"142",0,0,0,0,9,4.54166666666667,0,1.1851852,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"143",3,0.316666666666667,0,0,8,5.73333333333333,0,0.7407407,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"144",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"145",0,0,1,0.316666666666667,10,14.2,0,0.9090909,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"146",0,0,0,0,3,13,6.6666667,6.6666667,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"147",0,0,0,0,3,17.3,0,3.3333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"148",0,0,0,0,4,9.55,0,5,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"149",0,0,0,0,28,20.52055555,0.7142857,3.0357143,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"150",0,0,0,0,11,5.27777777833333,0,2.7272727,0,0.8,"Feb","Returning_Visitor",FALSE,FALSE,0
"151",0,0,0,0,20,14.5622751316667,0.75,2.8166667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"152",0,0,0,0,1,0,20,20,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"153",0,0,0,0,4,0.266666666666667,10,15,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"154",0,0,0,0,19,10.25,0,2.6315789,0,0.2,"Feb","Returning_Visitor",FALSE,FALSE,0
"155",0,0,0,0,9,4.3625,0,2.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"156",0,0,0,0,21,10.264718615,3.3333333,4.993081,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"157",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"158",0,0,0,0,6,1.95833333333333,0,3.3333333,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"159",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"160",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"161",0,0,0,0,23,8.36111111166667,0.8695652,1.884058,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"162",2,0.966666666666667,2,0.366666666666667,31,13.819444445,3.030303,4.0606061,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"163",1,0.158333333333333,0,0,23,20.3833333333333,1.5217391,1.2463768,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"164",0,0,0,0,6,7.78333333333333,0,1.6666667,0,0.4,"Feb","Returning_Visitor",FALSE,FALSE,0
"165",0,0,0,0,23,12.2861111116667,0.8695652,1.1594203,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"166",0,0,0,0,12,2.15,0,3.3333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"167",0,0,0,0,5,1.05,0,4,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"168",0,0,0,0,5,2.08333333333333,8.6666667,16.6666667,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"169",0,0,0,0,11,11.405555555,1.8181818,6.3636364,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"170",0,0,0,0,20,11.0912037033333,0,1.45,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"171",1,0,0,0,15,8.125,0,1.9166667,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"172",0,0,0,0,17,7.28611111166667,1.1111111,3.3333333,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"173",0,0,0,0,3,0.916666666666667,6.6666667,10,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"174",0,0,0,0,1,0,20,20,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"175",5,0.688333333333333,0,0,24,7.44879629666667,0,0.8602151,0,1,"Feb","Returning_Visitor",TRUE,FALSE,0
"176",3,1.45,0,0,10,5.34166666666667,0,1.5384615,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"177",0,0,0,0,7,11.1,0,1.4285714,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"178",1,0,0,0,21,6.76182539666667,1.0743802,4.7002635,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"179",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"180",0,0,0,0,6,2.72083333333333,3.3333333,3.3333333,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"181",0,0,0,0,17,4.7375,0,1.1764706,0,0,"Feb","Returning_Visitor",TRUE,FALSE,0
"182",0,0,0,0,1,0,20,20,0,0.6,"Feb","Returning_Visitor",FALSE,FALSE,0
"183",0,0,0,0,1,0,20,20,0,0,"Feb","Returning_Visitor",FALSE,FALSE,0
"184",0,0,0,0,8,4.33333333333333,0.8333333,2.5,0,0.8,"Feb","Returning_Visitor",TRUE,FALSE,0
"185",0,0,16,20.17329365,5,4.664285715,0.3174603,1.2764202,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"186",0,0,0,0,20,15.4575,1.1111111,2.7248677,8.000740741,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"187",2,0.15,0,0,50,13.9466666666667,0,0.6339869,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"188",10,4.89630341833333,2,2.55,96,54.71944565,0.1960784,1.3509414,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"189",9,1.85833333333333,1,0.808333333333333,49,31.14699495,0,2.0708874,1.706014966,0,"Mar","Returning_Visitor",FALSE,TRUE,1
"190",3,0.783333333333333,1,0.85,68,50.1354018,0.7142857,1.6727891,46.53017511,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"191",0,0,0,0,2,0,20,20,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"192",3,20.4333333333333,5,0.05,24,53.8375,3.6190476,9.6,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"193",3,0.866666666666667,0,0,9,5.31666666666667,0,2,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"194",0,0,0,0,3,0.7,0,6.6666667,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"195",0,0,0,0,22,5.905555555,0.9090909,5.7662338,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"196",0,0,0,0,98,59.2768735,0.2061856,1.0173465,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"197",2,0.933333333333333,1,2.4,67,42.7297222166667,0,0.5797101,19.34265017,0,"Mar","New_Visitor",FALSE,TRUE,1
"198",3,1.88267973833333,0,0,13,50.2336419833333,1.3068182,6.140625,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"199",0,0,0,0,17,14.0038888883333,0,0.1666667,109.176,0,"Mar","New_Visitor",FALSE,TRUE,1
"200",3,1.56666666666667,2,2.08333333333333,55,32.8474134166667,0,0.1724138,96.25511582,0,"Mar","New_Visitor",TRUE,TRUE,1
"201",1,0.533333333333333,0,0,50,47.7833333333333,0,0.4,153.4432478,0,"Mar","Returning_Visitor",TRUE,TRUE,1
"202",0,0,0,0,5,0.716666666666667,0,4,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"203",5,3.63333333333333,0,0,13,4.74166666666667,0,0.4166667,0,0,"Mar","New_Visitor",FALSE,FALSE,0
"204",0,0,0,0,3,2.225,0,8.8888889,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"205",1,1.98333333333333,0,0,12,4.96111111166667,0,0.8333333,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"206",3,4.68333333333333,0,0,16,7.5625,0,0.5263158,0,0,"Mar","New_Visitor",FALSE,FALSE,0
"207",1,0.3,0,0,16,22.1958333333333,0,1.25,33.79956701,0,"Mar","New_Visitor",FALSE,TRUE,1
"208",2,0.666666666666667,0,0,5,9.30833333333333,0,2.8571429,0,0,"Mar","New_Visitor",TRUE,FALSE,0
"209",3,1.78333333333333,0,0,4,2.430555555,0,1.6666667,0,0,"Mar","New_Visitor",FALSE,FALSE,0
"210",0,0,0,0,8,12.1833333333333,0,4.375,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"211",2,0.816666666666667,1,2.11666666666667,4,3.13333333333333,3.3333333,3.75,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"212",0,0,0,0,14,9.42222222166667,3.7619048,4.952381,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"213",0,0,0,0,2,0.833333333333333,0,5,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"214",4,0.95,0,0,7,9.85,0.6666667,3.3333333,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"215",2,0.0333333333333333,3,4.35,10,4.68333333333333,0,4.2857143,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"216",2,2.05,2,5.105555555,18,8.06388888833333,0,2,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"217",2,1.96666666666667,0,0,4,0.7,0,6.6666667,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"218",0,0,0,0,35,19.87310185,0.5714286,2.8571429,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"219",0,0,0,0,12,3.3,1.6666667,7.5,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"220",0,0,0,0,3,0.25,0,6.6666667,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"221",2,0.633333333333333,0,0,14,10.7166666666667,0,1.3333333,35.0928,0,"Mar","Returning_Visitor",FALSE,TRUE,1
"222",0,0,0,0,5,0.383333333333333,8,12,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"223",0,0,0,0,4,0.233333333333333,10,15,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"224",1,0.9,0,0,6,3.50833333333333,0,2,0,0,"Mar","New_Visitor",FALSE,FALSE,0
"225",1,16.55,0,0,28,25.4884111666667,0.1481481,0.9150327,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"226",0,0,0,0,2,0.316666666666667,0,10,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"227",5,1.2375,2,1.4,37,26.6513888833333,0,0.6578947,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"228",0,0,0,0,9,1.70833333333333,0,2.2222222,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"229",0,0,0,0,16,38.95,0,1.3333333,17.76266667,0,"Mar","Returning_Visitor",FALSE,TRUE,1
"230",0,0,0,0,19,31.3916666666667,1.0526316,2.1052632,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"231",2,0.533333333333333,0,0,50,20.755,0.4,2.0666667,7.146260888,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"232",6,11.1138888883333,0,0,22,27.9097222166667,0,1.4666667,0,0,"Mar","Returning_Visitor",FALSE,FALSE,0
"233",0,0,0,0,9,2.2,1.1111111,3.3333333,0,0,"Mar","Returning_Visitor",TRUE,FALSE,0
"234",1,1.21666666666667,1,12.3333333333333,50,23.9042521333333,0,1.9230769,22.03276923,0,"Mar","Returning_Visitor",TRUE,FALSE,0
